Rep,TrapID,TrtCode,Treatment,Site,Crop,MD,Count,Male,CantDist,EndDate,StartDate,Comment
5,1052,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,9,,,9/18/2018,9/12/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,20,,,9/18/2018,9/12/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,15,,,9/18/2018,9/12/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,8,,,9/18/2018,9/12/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,28,,,9/18/2018,9/12/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,1,,,9/18/2018,9/12/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,27,,,9/18/2018,9/12/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,21,,,9/18/2018,9/12/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,3,,,9/18/2018,9/12/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,25,,,9/18/2018,9/12/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,6,,,9/18/2018,9/12/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,40,,,9/18/2018,9/12/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,0,,,9/18/2018,9/12/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,8,,,9/18/2018,9/12/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,3,,,9/18/2018,9/12/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,3,,,9/18/2018,9/12/2018,
1,1011,B,WingPheroPpo,VistaVerde,Almond,Yes,108,6,,9/28/2018,9/18/2018,
1,1012,D,DeltPheroPpo,VistaVerde,Almond,Yes,31,0,,9/28/2018,9/18/2018,
1,1013,C,BuckPheroPpo,VistaVerde,Almond,Yes,43,16,,9/28/2018,9/18/2018,
1,1014,E,BuckPpo,VistaVerde,Almond,Yes,18,4,,9/28/2018,9/18/2018,
1,1015,A,WingPhero,VistaVerde,Almond,Yes,0,0,,9/28/2018,9/18/2018,
2,1021,B,WingPheroPpo,VistaVerde,Almond,Yes,100,6,,9/28/2018,9/18/2018,
2,1022,A,WingPhero,VistaVerde,Almond,Yes,1,0,,9/28/2018,9/18/2018,
2,1023,C,BuckPheroPpo,VistaVerde,Almond,Yes,27,4,,9/28/2018,9/18/2018,
2,1024,E,BuckPpo,VistaVerde,Almond,Yes,26,7,,9/28/2018,9/18/2018,
2,1025,D,DeltPheroPpo,VistaVerde,Almond,Yes,68,5,,9/28/2018,9/18/2018,
3,1031,D,DeltPheroPpo,VistaVerde,Almond,Yes,55,8,,9/28/2018,9/18/2018,
3,1032,C,BuckPheroPpo,VistaVerde,Almond,Yes,32,6,,9/28/2018,9/18/2018,
3,1033,A,WingPhero,VistaVerde,Almond,Yes,2,2,,9/28/2018,9/18/2018,
3,1034,B,WingPheroPpo,VistaVerde,Almond,Yes,101,28,,9/28/2018,9/18/2018,
3,1035,E,BuckPpo,VistaVerde,Almond,Yes,13,4,,9/28/2018,9/18/2018,
4,1041,B,WingPheroPpo,VistaVerde,Almond,Yes,124,19,,9/28/2018,9/18/2018,
4,1042,A,WingPhero,VistaVerde,Almond,Yes,0,0,,9/28/2018,9/18/2018,
4,1043,E,BuckPpo,VistaVerde,Almond,Yes,18,18,,9/28/2018,9/18/2018,
4,1044,C,BuckPheroPpo,VistaVerde,Almond,Yes,36,6,,9/28/2018,9/18/2018,
4,1045,D,DeltPheroPpo,VistaVerde,Almond,Yes,70,17,,9/28/2018,9/18/2018,
5,1051,E,BuckPpo,VistaVerde,Almond,Yes,94,27,,9/28/2018,9/18/2018,
5,1052,A,WingPhero,VistaVerde,Almond,Yes,0,0,,9/28/2018,9/18/2018,
5,1053,C,BuckPheroPpo,VistaVerde,Almond,Yes,43,16,,9/28/2018,9/18/2018,
5,1054,B,WingPheroPpo,VistaVerde,Almond,Yes,,,,9/28/2018,9/18/2018,
5,1055,D,DeltPheroPpo,VistaVerde,Almond,Yes,48,16,,9/28/2018,9/18/2018,
6,1061,A,WingPhero,VistaVerde,Almond,Yes,0,0,,9/28/2018,9/18/2018,
6,1062,C,BuckPheroPpo,VistaVerde,Almond,Yes,52,22,,9/28/2018,9/18/2018,
6,1063,D,DeltPheroPpo,VistaVerde,Almond,Yes,56,19,,9/28/2018,9/18/2018,
6,1064,E,BuckPpo,VistaVerde,Almond,Yes,2,1,,9/28/2018,9/18/2018,
6,1065,B,WingPheroPpo,VistaVerde,Almond,Yes,119,34,,9/28/2018,9/18/2018,
7,1071,A,WingPhero,VistaVerde,Almond,Yes,0,0,,9/28/2018,9/18/2018,
7,1072,D,DeltPheroPpo,VistaVerde,Almond,Yes,58,3,,9/28/2018,9/18/2018,
7,1073,E,BuckPpo,VistaVerde,Almond,Yes,45,19,,9/28/2018,9/18/2018,
7,1074,B,WingPheroPpo,VistaVerde,Almond,Yes,116,7,,9/28/2018,9/18/2018,
7,1075,C,BuckPheroPpo,VistaVerde,Almond,Yes,36,9,,9/28/2018,9/18/2018,
8,1081,B,WingPheroPpo,VistaVerde,Almond,Yes,119,5,,9/28/2018,9/18/2018,
8,1082,A,WingPhero,VistaVerde,Almond,Yes,1,1,,9/28/2018,9/18/2018,
8,1083,D,DeltPheroPpo,VistaVerde,Almond,Yes,63,4,,9/28/2018,9/18/2018,
8,1084,C,BuckPheroPpo,VistaVerde,Almond,Yes,73,24,,9/28/2018,9/18/2018,
8,1085,E,BuckPpo,VistaVerde,Almond,Yes,48,21,,9/28/2018,9/18/2018,
