TrtID,TrtCode,Treatment,Site,Crop,MD,Rep,Trap,SiteID,Week,Count,Date,Days
1,A,NowBiolure,Kettleman,Alm,No,5,355,3,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Alm,No,6,361,3,26,2,06/28/2017,6
1,A,NowBiolure,Kettleman,Alm,No,7,371,3,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Alm,No,8,381,3,26,3,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,1,315,3,26,57,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,2,322,3,26,38,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,3,333,3,26,34,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,4,345,3,26,74,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,5,351,3,26,59,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,6,362,3,26,0,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,7,375,3,26,60,06/28/2017,6
2,B,Ppo,Kettleman,Alm,No,8,382,3,26,17,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,1,311,3,26,93,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,2,325,3,26,0,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,3,334,3,26,64,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,4,344,3,26,46,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,5,354,3,26,123,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,6,364,3,26,103,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,7,372,3,26,25,06/28/2017,6
3,C,PpoCombo,Kettleman,Alm,No,8,383,3,26,47,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,1,312,3,26,5,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,2,323,3,26,1,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,3,335,3,26,1,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,4,342,3,26,1,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,5,353,3,26,3,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,6,365,3,26,2,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,7,373,3,26,0,06/28/2017,6
4,D,StopNow,Kettleman,Alm,No,8,385,3,26,0,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,1,313,3,26,5,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,2,321,3,26,7,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,3,331,3,26,3,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,4,341,3,26,5,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,5,352,3,26,6,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,6,363,3,26,10,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,7,374,3,26,2,06/28/2017,6
5,E,StopNowCombo,Kettleman,Alm,No,8,384,3,26,12,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,1,414,4,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,2,422,4,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,3,432,4,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,4,445,4,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,5,455,4,26,1,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,6,465,4,26,2,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,7,474,4,26,0,06/28/2017,6
1,A,NowBiolure,Kettleman,Pis,No,8,481,4,26,0,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,1,413,4,26,13,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,2,423,4,26,15,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,3,431,4,26,17,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,4,443,4,26,5,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,5,452,4,26,0,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,6,464,4,26,12,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,7,475,4,26,16,06/28/2017,6
2,B,Ppo,Kettleman,Pis,No,8,482,4,26,0,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,1,411,4,26,11,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,2,424,4,26,0,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,3,433,4,26,14,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,4,442,4,26,22,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,5,454,4,26,11,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,6,463,4,26,10,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,7,472,4,26,2,06/28/2017,6
3,C,PpoCombo,Kettleman,Pis,No,8,483,4,26,32,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,1,415,4,26,1,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,2,421,4,26,3,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,3,434,4,26,3,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,4,444,4,26,3,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,5,451,4,26,1,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,6,462,4,26,3,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,7,471,4,26,2,06/28/2017,6
4,D,StopNow,Kettleman,Pis,No,8,484,4,26,7,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,1,412,4,26,1,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,2,425,4,26,7,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,3,435,4,26,1,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,4,441,4,26,3,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,5,453,4,26,6,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,6,461,4,26,5,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,7,473,4,26,6,06/28/2017,6
5,E,StopNowCombo,Kettleman,Pis,No,8,485,4,26,9,06/28/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,1,115,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,2,121,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,3,131,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,4,145,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,5,151,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,6,163,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,7,175,1,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,8,181,1,26,0,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,1,114,1,26,6,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,2,125,1,26,16,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,3,135,1,26,9,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,26,11,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,26,0,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,26,13,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,7,174,1,26,11,06/29/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,8,182,1,26,7,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,1,111,1,26,0,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,2,124,1,26,28,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,3,133,1,26,30,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,4,142,1,26,0,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,26,14,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,26,30,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,7,173,1,26,21,06/29/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,8,183,1,26,27,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,1,112,1,26,6,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,2,123,1,26,8,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,3,132,1,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,4,141,1,26,3,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,26,3,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,6,165,1,26,4,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,7,171,1,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,8,185,1,26,0,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,1,113,1,26,6,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,2,122,1,26,,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,3,134,1,26,10,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,26,13,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,26,6,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,26,2,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,7,172,1,26,7,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,8,184,1,26,2,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,1,214,2,26,1,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,2,221,2,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,3,233,2,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,4,245,2,26,1,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,5,255,2,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,6,265,2,26,1,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,7,273,2,26,0,06/29/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,8,285,2,26,0,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,1,212,2,26,3,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,2,222,2,26,6,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,3,232,2,26,2,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,4,243,2,26,0,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,5,252,2,26,4,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,6,264,2,26,1,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,7,272,2,26,1,06/29/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,8,283,2,26,0,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,1,213,2,26,5,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,2,225,2,26,0,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,3,231,2,26,1,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,4,241,2,26,4,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,5,254,2,26,9,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,6,263,2,26,1,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,7,271,2,26,2,06/29/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,8,284,2,26,2,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,1,211,2,26,2,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,2,223,2,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,3,234,2,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,4,242,2,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,5,251,2,26,1,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,6,262,2,26,1,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,7,274,2,26,0,06/29/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,8,281,2,26,1,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,1,215,2,26,2,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,2,224,2,26,2,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,3,235,2,26,0,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,4,244,2,26,0,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,5,253,2,26,1,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,6,261,2,26,1,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,7,275,2,26,0,06/29/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,8,282,2,26,2,06/29/2017,6
1,A,NowBiolure,Kettleman,Alm,No,1,314,3,27,2,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,2,324,3,27,2,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,3,332,3,27,84,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,4,343,3,27,1,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,5,355,3,27,0,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,6,361,3,27,7,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,7,371,3,27,3,07/06/2017,8
1,A,NowBiolure,Kettleman,Alm,No,8,381,3,27,0,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,1,315,3,27,49,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,2,322,3,27,62,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,3,333,3,27,52,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,4,345,3,27,65,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,5,351,3,27,45,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,6,362,3,27,0,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,7,375,3,27,72,07/06/2017,8
2,B,Ppo,Kettleman,Alm,No,8,382,3,27,33,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,1,311,3,27,88,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,2,325,3,27,1,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,3,334,3,27,13,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,4,344,3,27,58,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,5,354,3,27,105,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,6,364,3,27,83,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,7,372,3,27,64,07/06/2017,8
3,C,PpoCombo,Kettleman,Alm,No,8,383,3,27,43,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,1,312,3,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,2,323,3,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,3,335,3,27,8,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,4,342,3,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,5,353,3,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,6,365,3,27,7,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,7,373,3,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Alm,No,8,385,3,27,8,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,1,313,3,27,6,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,2,321,3,27,6,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,3,331,3,27,2,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,4,341,3,27,9,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,5,352,3,27,5,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,6,363,3,27,15,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,7,374,3,27,8,07/06/2017,8
5,E,StopNowCombo,Kettleman,Alm,No,8,384,3,27,12,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,1,414,4,27,0,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,2,422,4,27,2,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,3,432,4,27,0,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,4,445,4,27,2,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,5,455,4,27,0,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,6,465,4,27,2,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,7,474,4,27,5,07/06/2017,8
1,A,NowBiolure,Kettleman,Pis,No,8,481,4,27,3,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,1,413,4,27,11,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,2,423,4,27,6,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,3,431,4,27,6,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,4,443,4,27,19,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,5,452,4,27,0,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,6,464,4,27,6,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,7,475,4,27,29,07/06/2017,8
2,B,Ppo,Kettleman,Pis,No,8,482,4,27,0,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,1,411,4,27,,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,2,424,4,27,5,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,3,433,4,27,14,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,4,442,4,27,17,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,5,454,4,27,24,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,6,463,4,27,8,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,7,472,4,27,3,07/06/2017,8
3,C,PpoCombo,Kettleman,Pis,No,8,483,4,27,29,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,1,415,4,27,0,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,2,421,4,27,4,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,3,434,4,27,5,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,4,444,4,27,6,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,5,451,4,27,2,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,6,462,4,27,2,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,7,471,4,27,2,07/06/2017,8
4,D,StopNow,Kettleman,Pis,No,8,484,4,27,1,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,1,412,4,27,7,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,2,425,4,27,14,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,3,435,4,27,12,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,4,441,4,27,5,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,5,453,4,27,8,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,6,461,4,27,11,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,7,473,4,27,9,07/06/2017,8
5,E,StopNowCombo,Kettleman,Pis,No,8,485,4,27,4,07/06/2017,8
1,A,NowBiolure,VistaVerde,Alm,Yes,1,115,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,2,121,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,3,131,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,4,145,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,5,151,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,6,163,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,7,175,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Alm,Yes,8,181,1,27,0,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,1,114,1,27,5,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,2,125,1,27,10,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,3,135,1,27,8,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,4,143,1,27,4,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,5,155,1,27,2,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,6,162,1,27,0,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,7,174,1,27,9,07/05/2017,6
2,B,Ppo,VistaVerde,Alm,Yes,8,182,1,27,2,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,1,111,1,27,23,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,2,124,1,27,18,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,3,133,1,27,17,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,4,142,1,27,19,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,5,152,1,27,11,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,6,164,1,27,19,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,7,173,1,27,19,07/05/2017,6
3,C,PpoCombo,VistaVerde,Alm,Yes,8,183,1,27,12,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,1,112,1,27,0,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,2,123,1,27,0,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,3,132,1,27,5,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,4,141,1,27,0,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,5,154,1,27,0,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,6,165,1,27,4,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,7,171,1,27,1,07/05/2017,6
4,D,StopNow,VistaVerde,Alm,Yes,8,185,1,27,3,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,1,113,1,27,4,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,2,122,1,27,7,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,3,134,1,27,3,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,4,144,1,27,5,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,5,153,1,27,0,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,6,161,1,27,7,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,7,172,1,27,3,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Alm,Yes,8,184,1,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,1,214,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,2,221,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,3,233,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,4,245,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,5,255,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,6,265,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,7,273,2,27,0,07/05/2017,6
1,A,NowBiolure,VistaVerde,Pis,Yes,8,285,2,27,0,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,1,212,2,27,3,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,2,222,2,27,10,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,3,232,2,27,9,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,4,243,2,27,3,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,5,252,2,27,3,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,6,264,2,27,6,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,7,272,2,27,4,07/05/2017,6
2,B,Ppo,VistaVerde,Pis,Yes,8,283,2,27,1,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,1,213,2,27,20,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,2,225,2,27,10,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,3,231,2,27,10,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,4,241,2,27,5,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,5,254,2,27,13,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,6,263,2,27,9,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,7,271,2,27,8,07/05/2017,6
3,C,PpoCombo,VistaVerde,Pis,Yes,8,284,2,27,13,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,1,211,2,27,5,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,2,223,2,27,5,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,3,234,2,27,2,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,4,242,2,27,6,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,5,251,2,27,2,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,6,262,2,27,3,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,7,274,2,27,2,07/05/2017,6
4,D,StopNow,VistaVerde,Pis,Yes,8,281,2,27,5,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,1,215,2,27,9,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,2,224,2,27,4,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,3,235,2,27,8,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,4,244,2,27,4,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,5,253,2,27,3,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,6,261,2,27,4,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,7,275,2,27,5,07/05/2017,6
5,E,StopNowCombo,VistaVerde,Pis,Yes,8,282,2,27,7,07/05/2017,6
1,A,NowBiolure,Kettleman,Alm,No,1,314,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,2,324,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,3,332,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,4,343,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,5,355,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,6,361,3,28,2,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,7,371,3,28,0,07/11/2017,5
1,A,NowBiolure,Kettleman,Alm,No,8,381,3,28,3,07/11/2017,5
2,B,Ppo,Kettleman,Alm,No,1,315,3,28,8,07/11/2017,5
